from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
7776,14995,33.0,"['L3', '506e']","['24', 'PD564']","['35', 'PA452']","[9.5, 12.0]",1.7,4.6,3.2,"[3.1, 1.5]",35.5,1
7777,14995,34.0,"['L5R', 'L6', 'L2R', '509']","['54', '61', '29', 'PA450']","['61', '29', '70', 'PA452']","[8.9, 4.0, 1.6, 3.3]",0.6,4.6,1.3,"[2.1, 3.6, 1.2, 3.8]",34.9,5
7778,14995,34.0,"['L5R', 'L3', '506v']","['64', '35', 'PA446']","['35', '116', 'PA452']","[2.2, 1.9, 8.7]",9.1,4.6,2.1,"[1.4, 2.3, 2.5]",34.7,1
7779,14995,,[],[],[],[],,,,[],,
7780,14995,56.0,"['E12', 'L4R', 'L5R', 'L3', '506']","['PE637', '49', '98', '35', 'PA446']","['PE332', '98', '35', '116', 'PA452']","[5.0, 6.2, 14.1, 1.9, 8.0]",1.8,4.6,3.3,"[2.9, 2.1, 1.2, 1.1, 2.5]",54.8,1
7781,14995,55.0,"['L4R', 'L5V', '506v']","['49', '98', 'PD564']","['98', '35', 'PA452']","[6.2, 14.1, 14.5]",12.7,4.6,3.2,"[1.9, 1.1, 1.4]",59.7,1
7782,14995,68.0,"['B21', 'L3', 'L2R', '509']","['PB1906', '109', '12', 'PA450']","['PB964', '12', '70', 'PA452']","[12.2, 11.1, 6.8, 3.3]",16.1,4.6,2.7,"[1.1, 3.1, 3.4, 2.0]",66.3,1
7783,14995,46.0,"['MTR', '507']","['PT0217', 'PA368']","['PT0211', 'PA433']","[13.0, 9.0]",7.4,3.4,3.6,"[3.6, 4.7]",44.7,18
7784,14995,41.0,"['L1', 'L2R', '509']","['57', '44', 'PA450']","['44', '70', 'PA452']","[8.6, 2.6, 3.3]",19.8,4.6,1.3,"[1.4, 1.7, 1.4]",44.6,2
7785,14995,29.0,"['L2R', '506v']","['45', 'PA450']","['70', 'PA452']","[4.4, 3.3]",11.4,4.6,1.3,"[3.9, 1.1]",30.0,8
7786,14995,40.0,"['117', 'L3', '506']","['PC11', '106', 'PA446']","['PD8', '116', 'PA452']","[4.2, 5.8, 8.0]",3.9,4.6,3.8,"[2.8, 5.2, 1.5]",39.7,2
7787,14995,65.0,"['428e', 'L3', 'L2R', '507']","['PB489', '108', '12', 'PA450']","['PB1979', '12', '70', 'PA322']","[8.8, 11.4, 6.8, 3.6]",15.6,3.3,7.2,"[3.3, 4.6, 3.0, 1.2]",68.7,1
7788,14995,46.0,"['114', 'L6', 'L2R', '506e']","['PD42', '105', '29', 'PA450']","['PD47', '29', '70', 'PA452']","[8.9, 7.1, 1.6, 2.6]",9.9,4.6,2.2,"[1.2, 3.7, 2.0, 1.9]",45.5,2
7789,14995,30.0,"['227', '507']","['PD325', 'PA443']","['PA200', 'PA322']","[5.7, 13.1]",0.2,3.3,2.8,"[1.8, 1.8]",28.6,6
7790,14995,52.0,"['MTN', 'L6', 'L2R', '506v']","['PT0216', '102', '29', 'PA450']","['PT0212', '29', '70', 'PA452']","[11.7, 4.6, 1.6, 3.3]",12.8,4.6,2.2,"[3.4, 1.6, 1.5, 1.5]",48.7,3
7791,14995,66.0,"['B33', 'L3', 'L2R', '506e']","['PB1006', '108', '12', 'PA450']","['PB1979', '12', '70', 'PA452']","[16.8, 11.4, 6.8, 2.4]",2.4,4.6,7.2,"[5.3, 4.2, 2.0, 1.7]",64.8,1
7792,14995,26.0,"['L5V', '121']","['75', 'PA724']","['78', 'PA276']","[2.9, 8.6]",5.8,4.3,0.7,"[1.2, 3.0]",26.5,7
7793,14995,48.0,"['106', '506']","['PD92', 'PD581']","['PD161', 'PA452']","[9.1, 23.2]",8.6,4.6,0.6,"[1.6, 1.2]",48.9,2
7794,14995,11.0,[],[],[],[],,,0.0,[],11.3,59
7795,14995,32.0,"['L5R', 'L3', '507']","['1', '35', 'PA446']","['35', '116', 'PA322']","[5.3, 1.9, 9.1]",5.8,3.3,2.1,"[2.5, 1.8, 1.8]",33.5,3
7796,14995,23.0,['121'],['PA309'],['PA276'],[10.5],0.8,4.3,0.0,[3.2],18.8,20
7797,14995,,[],[],[],[],,,,[],,
7798,14995,31.0,"['L2V', 'L2R', '509']","['19', '29', 'PA450']","['29', '70', 'PA452']","[4.6, 1.6, 3.3]",9.5,4.6,1.3,"[1.9, 3.4, 1.6]",31.7,1
7799,14995,32.0,"['L5R', 'L3', '506e']","['61', '35', 'PA446']","['35', '116', 'PA452']","[1.6, 1.9, 7.1]",11.0,4.6,2.1,"[1.1, 2.9, 1.1]",33.5,1
7800,14995,26.0,"['516', '121']","['PA385', 'PA273']","['PA347', 'PA276']","[7.4, 4.3]",3.4,4.3,3.4,"[2.4, 1.5]",26.7,3
7801,14995,,[],[],[],[],,,,[],,
7802,14995,37.0,"['L2R', '507']","['16', 'PA450']","['70', 'PA322']","[9.3, 3.6]",15.1,3.3,1.3,"[3.8, 1.1]",37.3,19
7803,14995,30.0,"['205', '506v']","['PA116', 'PA447']","['PA141', 'PA452']","[7.3, 7.6]",5.7,4.6,1.5,"[2.3, 1.9]",30.9,4
7804,14995,39.0,"['212', '506v']","['PD95', 'PD559']","['PD99', 'PA452']","[4.0, 27.2]",0.4,4.6,1.9,"[5.3, 1.3]",44.7,1
7805,14995,27.0,"['205', '506']","['PA137', 'PA447']","['PA141', 'PA452']","[6.3, 7.0]",2.7,4.6,1.5,"[1.5, 3.1]",26.6,5
7806,14995,10.0,['507'],['PA459'],['PA322'],[0.9],3.7,3.3,0.0,[1.6],9.5,7
7807,14995,63.0,"['G08', 'MTN', '507']","['PG986', 'PT0219', 'PA368']","['PG1453', 'PT0211', 'PA433']","[4.4, 20.5, 9.0]",4.8,3.4,15.4,"[2.3, 1.7, 1.6]",63.0,1
7808,14995,29.0,"['422', 'L1', 'L2R', '507']","['PA361', '96', '44', 'PA450']","['PA692', '44', '70', 'PA322']","[2.1, 4.4, 2.6, 3.6]",0.6,3.3,3.0,"[1.1, 1.9, 2.4, 2.4]",27.5,1
7809,14995,,[],[],[],[],,,,[],,
7810,14995,32.0,"['L2R', '506v']","['5', 'PA450']","['70', 'PA452']","[16.5, 3.3]",3.1,4.6,1.3,"[3.4, 1.1]",33.3,9
7811,14995,61.0,"['712', 'L4V', 'L3', '506v']","['PE27', '55', '24', 'PA446']","['PD85', '24', '116', 'PA452']","[11.6, 9.2, 11.7, 7.6]",4.0,4.6,4.2,"[3.2, 1.8, 1.5, 1.4]",60.8,1
7812,14995,49.0,"['D13', 'L5V', 'L6', 'L2R', '506e']","['PE827', '42', '61', '29', 'PA450']","['PE1391', '61', '29', '70', 'PA452']","[4.4, 10.4, 4.0, 1.6, 2.6]",2.0,4.6,5.3,"[5.5, 2.1, 2.0, 2.5, 1.3]",48.3,1
7813,14995,,[],[],[],[],,,,[],,
7814,14995,31.0,['507'],['PA443'],['PA322'],[13.1],13.1,3.3,0.0,[2.9],32.3,16
7815,14995,23.0,"['L5V', 'L2R', '506']","['7', '4', 'PA450']","['4', '70', 'PA452']","[2.6, 4.4, 3.0]",1.8,4.6,1.3,"[2.4, 2.7, 1.5]",24.2,8
7816,14995,26.0,"['L5V', '121']","['87', 'PA724']","['78', 'PA276']","[8.9, 8.6]",1.1,4.3,0.7,"[1.6, 1.5]",26.7,3
7817,14995,39.0,"['126', '506']","['PD95', 'PD581']","['PD161', 'PA452']","[7.2, 23.2]",0.4,4.6,0.6,"[3.4, 2.2]",41.5,1
7818,14995,49.0,"['506', 'L5V', 'L2R', '506']","['PI221', '68', '4', 'PA450']","['PI222', '4', '70', 'PA452']","[1.1, 24.0, 4.4, 3.0]",2.7,4.6,3.8,"[1.8, 1.2, 1.1, 1.3]",48.9,1
7819,14995,73.0,"['I02', 'L5V', '121']","['PI710', '68', 'PA724']","['PI657', '78', 'PA276']","[26.7, 20.8, 8.3]",3.8,4.3,4.9,"[2.6, 3.3, 1.9]",76.6,1
7820,14995,27.0,"['L2R', '509']","['20', 'PA450']","['70', 'PA452']","[13.3, 3.3]",0.4,4.6,1.3,"[3.7, 1.8]",28.3,5
7821,14995,40.0,"['G01', 'L2V', 'L2R', '506e']","['PG654', '28', '29', 'PA450']","['PG659', '29', '70', 'PA452']","[5.4, 8.9, 1.6, 2.6]",4.2,4.6,2.0,"[2.6, 2.2, 1.5, 1.1]",36.6,2
7822,14995,31.0,"['422', 'L3', '506v']","['PA687', '35', 'PA446']","['PD328', '116', 'PA452']","[2.4, 1.9, 8.7]",1.6,4.6,5.8,"[2.7, 1.2, 1.0]",29.9,1
7823,14995,42.0,"['501', 'L5R', 'L2R', '509']","['PC498', '64', '4', 'PA450']","['PC502', '4', '70', 'PA452']","[4.5, 6.0, 4.4, 3.3]",6.7,4.6,5.3,"[1.5, 3.5, 2.0, 2.1]",43.8,1
7824,14995,25.0,"['514', '121']","['PI87', 'PA311']","['PA430', 'PA276']","[5.7, 8.1]",3.5,4.3,1.3,"[2.2, 1.7]",26.8,1
7825,14995,,[],[],[],[],,,,[],,
7826,14995,29.0,"['H13', 'L2R', '506e']","['PA506', '29', 'PA450']","['PA62', '70', 'PA452']","[5.6, 1.6, 2.6]",3.3,4.6,5.2,"[4.2, 2.2, 1.6]",30.8,2
7827,14995,54.0,"['412', '227', 'L3', '506']","['PD1290', 'PD298', '120', 'PA446']","['PD250', 'PD448', '116', 'PA452']","[5.0, 7.2, 12.0, 8.0]",2.2,4.6,5.2,"[3.0, 1.2, 3.2, 2.8]",54.3,1
7828,14995,52.0,"['L4A', 'L2R', '506v']","['43', '39', 'PA450']","['39', '70', 'PA452']","[6.4, 14.0, 3.3]",15.9,4.6,1.3,"[3.4, 3.0, 1.0]",53.0,9
7829,14995,,[],[],[],[],,,,[],,
7830,14995,51.0,"['G01c', 'G12', 'L2R', '507']","['PG644', 'PG1141', '39', 'PA450']","['PG651', 'PG264', '70', 'PA322']","[8.4, 3.5, 14.0, 3.6]",3.7,3.3,4.8,"[4.8, 1.6, 3.4, 1.7]",52.8,1
7831,14995,18.0,"['301', '507']","['PA55', 'PA449']","['PA57', 'PA322']","[2.8, 5.7]",1.8,3.3,1.2,"[1.6, 3.6]",20.0,3
7832,14995,31.0,"['210', '506']","['PD206', 'PD564']","['PD1607', 'PA452']","[1.4, 13.4]",2.5,4.6,4.3,"[2.3, 2.4]",30.8,3
7833,14995,30.0,"['209', '507']","['PA116', 'PA447']","['PA141', 'PA322']","[5.6, 8.0]",8.4,3.3,1.5,"[1.3, 1.3]",29.3,2
7834,14995,31.0,"['L2R', '509']","['16', 'PA450']","['70', 'PA452']","[9.3, 3.3]",8.6,4.6,1.3,"[2.5, 3.1]",32.6,5
7835,14995,19.0,['507'],['PA449'],['PA322'],[5.7],7.2,3.3,0.0,[2.9],19.1,13
7836,14995,38.0,"['L5R', 'L6', 'L2R', '509']","['42', '61', '29', 'PA450']","['61', '29', '70', 'PA452']","[10.4, 4.0, 1.6, 3.0]",4.6,4.6,1.3,"[1.8, 3.7, 2.2, 1.3]",38.3,2
7837,14995,34.0,"['D02', '507']","['PD773', 'PD564']","['PD777', 'PA322']","[4.4, 15.1]",3.3,3.3,2.3,"[2.5, 1.4]",32.3,5
7838,14995,31.0,"['L5R', '506']","['77', 'PD564']","['35', 'PA452']","[3.7, 13.4]",5.5,4.6,3.2,"[1.4, 2.3]",34.1,3
7839,14995,38.0,"['301', 'L2R', '509']","['PG387', '39', 'PA450']","['PG61', '70', 'PA452']","[6.7, 14.0, 3.3]",0.5,4.6,2.7,"[1.4, 3.8, 1.0]",37.9,6
7840,14995,,[],[],[],[],,,,[],,
7841,14995,46.0,"['106', '506e']","['PD91', 'PD559']","['PD98', 'PA452']","[8.3, 22.7]",1.6,4.6,5.5,"[2.6, 2.3]",47.7,1
7842,14995,26.0,"['204', '506']","['PA117', 'PA445']","['PA121', 'PA452']","[4.3, 9.3]",0.3,4.6,1.3,"[3.2, 3.4]",26.4,20
7843,14995,31.0,"['301', 'L2R', '507']","['PH126', '53', 'PA450']","['PH129', '70', 'PA322']","[3.0, 7.0, 3.6]",6.2,3.3,3.7,"[1.0, 1.6, 2.1]",31.6,1
7844,14995,26.0,"['L1', 'L2R', '506']","['89', '44', 'PA450']","['44', '70', 'PA452']","[3.2, 2.6, 3.0]",7.0,4.6,1.3,"[1.8, 1.4, 1.0]",25.9,1
7845,14995,29.0,"['H09', 'L2V', 'L2R', '507']","['PH650', '90', '29', 'PA450']","['PH113', '29', '70', 'PA322']","[3.3, 2.3, 1.6, 3.6]",0.9,3.3,3.2,"[1.2, 1.5, 3.2, 1.8]",25.8,2
7846,14995,42.0,"['501', 'L5R', 'L3', '507']","['PC497', '64', '35', 'PA446']","['PC502', '35', '116', 'PA322']","[5.6, 2.2, 1.9, 9.1]",6.5,3.3,6.2,"[2.6, 1.5, 3.0, 1.1]",42.8,1
7847,14995,31.0,"['210', '506']","['PA174', 'PD564']","['PA177', 'PA452']","[3.3, 13.4]",2.8,4.6,3.7,"[1.5, 3.2]",32.4,3
7848,14995,30.0,"['L2V', 'L2R', '506']","['13', '12', 'PA450']","['12', '70', 'PA452']","[2.4, 6.8, 3.0]",6.2,4.6,1.3,"[1.5, 3.3, 2.0]",31.1,17
7849,14995,24.0,['507'],['PA443'],['PA322'],[13.1],5.6,3.3,0.0,[3.2],25.1,23
7850,14995,21.0,"['J03', '121']","['PA228', 'PA272']","['PA272', 'PA276']","[3.7, 5.9]",5.0,4.3,0.0,"[1.0, 1.5]",21.5,1
7851,14995,,[],[],[],[],,,,[],,
7852,14995,,[],[],[],[],,,,[],,
7853,14995,26.0,"['205', '506v']","['PA137', 'PA447']","['PA141', 'PA452']","[6.3, 7.6]",3.7,4.6,1.5,"[1.1, 1.5]",26.3,1
7854,14995,35.0,"['L5R', 'L6', 'L2R', '506v']","['1', '61', '29', 'PA450']","['61', '29', '70', 'PA452']","[3.1, 4.0, 1.6, 3.3]",8.4,4.6,1.3,"[2.1, 4.3, 1.5, 3.0]",37.0,4
7855,14995,8.0,['507'],['PA459'],['PA322'],[0.9],2.8,3.3,0.0,[1.3],8.2,4
7856,14995,42.0,"['518', 'I09', '121']","['PC497', 'PA184', 'PA273']","['PA184', 'PA347', 'PA276']","[18.8, 3.0, 4.3]",6.5,4.3,3.4,"[1.3, 1.4, 1.4]",44.3,1
7857,14995,64.0,"['F15', 'L4V', 'L5V', '506e']","['PF486', '34', '98', 'PD564']","['PF758', '98', '35', 'PA452']","[6.2, 9.3, 14.1, 11.2]",4.3,4.6,4.0,"[4.0, 1.3, 3.0, 3.4]",65.3,1
7858,14995,41.0,"['501', 'L5R', 'L3', '507']","['PC497', '64', '35', 'PA446']","['PC502', '35', '116', 'PA322']","[5.6, 2.2, 1.9, 9.1]",6.5,3.3,6.2,"[1.2, 2.1, 1.6, 4.3]",43.9,1
7859,14995,,[],[],[],[],,,,[],,
7860,14995,32.0,"['H09', 'L2R', '506']","['PH649', '45', 'PA450']","['PH651', '70', 'PA452']","[2.8, 4.4, 3.0]",2.0,4.6,9.0,"[1.5, 2.7, 3.8]",33.8,1
7861,14995,22.0,"['L3', '506']","['115', 'PA446']","['116', 'PA452']","[2.2, 8.0]",0.3,4.6,2.1,"[3.0, 3.2]",23.4,11
7862,14995,66.0,"['G08v', 'MTN', 'L6', 'L2R', '506v']","['PG986', 'PT0219', '102', '29', 'PA450']","['PG698', 'PT0212', '29', '70', 'PA452']","[4.5, 16.9, 4.6, 1.6, 3.3]",11.8,4.6,4.4,"[1.4, 7.1, 1.1, 3.0, 1.8]",66.0,1
7863,14995,43.0,"['I08', 'L5V', '121']","['PI413', '63', 'PA724']","['PI414', '78', 'PA276']","[1.6, 14.8, 8.3]",4.3,4.3,1.5,"[1.2, 3.0, 1.5]",40.5,1
7864,14995,64.0,"['108', 'L5V', 'L3', '506e']","['PE1406', '65', '35', 'PA446']","['PD904', '35', '116', 'PA452']","[24.6, 9.7, 1.9, 7.1]",1.0,4.6,4.7,"[3.2, 2.9, 1.2, 1.9]",62.8,3
7865,14995,106.0,"['MTR', '507']","['PT0222', 'PA368']","['PT0211', 'PA433']","[27.0, 9.0]",36.6,3.4,3.6,"[15.4, 2.9]",98.0,34
7866,14995,31.0,"['H09', 'L2R', '507']","['PH650', '45', 'PA450']","['PH651', '70', 'PA322']","[1.4, 4.4, 3.6]",2.5,3.3,9.0,"[1.5, 1.3, 1.5]",28.4,1
7867,14995,44.0,"['L4R', 'L5V', 'L3', '507']","['55', '98', '35', 'PA446']","['98', '35', '116', 'PA322']","[3.6, 14.1, 1.9, 9.1]",3.8,3.3,2.1,"[1.9, 1.1, 1.6, 1.0]",43.5,1
7868,14995,31.0,"['H09', 'L2R', '507']","['PH650', '45', 'PA450']","['PH651', '70', 'PA322']","[1.4, 4.4, 3.6]",2.5,3.3,9.0,"[1.0, 1.4, 1.1]",27.6,1
7869,14995,45.0,"['L4R', 'L4A', 'L2R', '506']","['55', '99', '39', 'PA450']","['99', '39', '70', 'PA452']","[2.0, 10.4, 14.0, 3.0]",3.8,4.6,1.3,"[2.3, 1.9, 2.0, 2.4]",47.7,1
7870,14995,45.0,"['L5R', 'L3', '507']","['98', '35', 'PA446']","['35', '116', 'PA322']","[14.1, 1.9, 9.1]",9.4,3.3,2.1,"[1.0, 2.8, 1.2]",44.9,2
7871,14995,26.0,"['L5R', 'L2R', '506v']","['6', '4', 'PA450']","['4', '70', 'PA452']","[4.6, 4.4, 3.3]",3.6,4.6,1.3,"[1.7, 1.3, 1.9]",26.6,2
7872,14995,38.0,"['212', '506e']","['PD96', 'PD559']","['PD99', 'PA452']","[2.7, 22.7]",0.5,4.6,1.9,"[1.2, 3.7]",37.3,8
7873,14995,33.0,"['105', '506']","['PI75', 'PI545']","['PI79', 'PA433']","[6.9, 10.9]",6.0,3.4,2.8,"[2.2, 2.3]",34.4,6
7874,14995,34.0,"['L2R', '506']","['39', 'PA450']","['70', 'PA452']","[14.0, 3.0]",6.9,4.6,1.3,"[2.8, 1.7]",34.4,10
7875,14995,33.0,"['H09', 'L2R', '506']","['PH649', '45', 'PA450']","['PH651', '70', 'PA452']","[2.8, 4.4, 3.0]",2.0,4.6,9.0,"[2.7, 1.4, 1.6]",31.5,1
7876,14995,68.0,"['B18', 'B18', 'L3', 'L1', '507']","['PB460', 'PB1340', '108', '15', 'PA335']","['PB1345', 'PB1000', '15', '38', 'PA433']","[4.4, 17.0, 14.6, 4.6, 6.8]",4.0,3.4,9.6,"[1.0, 2.1, 4.2, 1.1, 2.6]",75.4,1
7877,14995,26.0,"['207', '506v']","['PA139', 'PA447']","['PA141', 'PA452']","[2.7, 7.6]",5.7,4.6,1.5,"[1.1, 1.0]",24.0,1
7878,14995,32.0,"['511', 'H06', 'L2R', '507']","['PA637', 'PA509', '29', 'PA450']","['PA509', 'PA827', '70', 'PA322']","[7.8, 1.8, 1.6, 3.6]",2.0,3.3,1.8,"[1.7, 1.0, 1.8, 3.0]",29.2,1
7879,14995,31.0,"['L5V', 'L3', '507']","['87', '35', 'PA446']","['35', '116', 'PA322']","[1.5, 1.9, 9.1]",8.0,3.3,2.1,"[1.9, 1.0, 2.3]",31.1,2
7880,14995,50.0,"['L4V', 'L5V', 'L3', '506']","['22', '98', '35', 'PA446']","['98', '35', '116', 'PA452']","[7.8, 14.1, 1.9, 8.0]",5.1,4.6,2.1,"[1.0, 1.0, 3.5, 1.0]",50.1,2
7881,14995,29.0,"['H13', '506v']","['PA174', 'PA443']","['PA629', 'PA452']","[4.5, 12.5]",2.6,4.6,1.5,"[3.1, 1.3]",30.0,2
7882,14995,57.0,"['L4R', 'L5R', 'L6', 'L2R', '506e']","['34', '98', '61', '29', 'PA450']","['98', '61', '29', '70', 'PA452']","[9.3, 11.9, 4.0, 1.6, 2.6]",12.6,4.6,1.3,"[1.4, 1.1, 2.7, 1.6, 1.7]",56.2,1
7883,14995,41.0,"['501', 'L5R', 'L3', '507']","['PC497', '64', '35', 'PA446']","['PC502', '35', '116', 'PA322']","[5.6, 2.2, 1.9, 9.1]",6.5,3.3,6.2,"[1.0, 1.3, 3.0, 2.7]",42.7,1
7884,14995,27.0,"['L2R', '506e']","['4', 'PA450']","['70', 'PA452']","[4.4, 2.6]",11.3,4.6,1.3,"[1.5, 2.6]",28.3,3
7885,14995,23.0,"['229', '507']","['PA196', 'PA449']","['PA57', 'PA322']","[4.5, 5.7]",3.4,3.3,1.2,"[2.7, 1.6]",22.4,1
7886,14995,24.0,['507'],['PD564'],['PA322'],[15.1],7.8,3.3,0.0,[1.1],27.2,1
7887,14995,27.0,['506'],['PA443'],['PA452'],[11.6],8.4,4.6,0.0,[2.5],27.1,24
7888,14995,19.0,['119'],['PA774'],['PA276'],[10.3],0.3,4.3,0.0,[4.3],19.2,53
7889,14995,22.0,"['L2V', 'L2R', '506v']","['19', '29', 'PA450']","['29', '70', 'PA452']","[4.6, 1.6, 3.3]",0.7,4.6,1.3,"[3.7, 1.4, 1.7]",22.9,8
7890,14995,26.0,"['207', '506v']","['PA139', 'PA447']","['PA141', 'PA452']","[2.7, 7.6]",5.7,4.6,1.5,"[1.7, 1.1]",24.7,2
7891,14995,72.0,"['E07', 'L5R', 'L3', '507']","['PE402', '98', '35', 'PA446']","['PE151', '35', '116', 'PA322']","[24.4, 14.1, 1.9, 8.6]",8.5,3.3,3.3,"[1.8, 2.1, 2.6, 2.4]",72.9,2
7892,14995,24.0,"['L3', '506e']","['35', 'PA446']","['116', 'PA452']","[1.9, 7.1]",2.8,4.6,2.1,"[1.7, 2.2]",22.4,3
7893,14995,,[],[],[],[],,,,[],,
7894,14995,54.0,"['204e', 'L4A', 'L2R', '506v']","['PE96', '37', '39', 'PA450']","['PE100', '39', '70', 'PA452']","[6.4, 8.3, 14.0, 3.3]",3.6,4.6,7.0,"[1.2, 2.5, 2.6, 1.5]",55.0,1
7895,14995,50.0,"['118', 'L4A', 'L2R', '506']","['PE175', '43', '39', 'PA450']","['PE177', '39', '70', 'PA452']","[2.0, 6.4, 14.0, 3.0]",8.5,4.6,2.3,"[2.9, 1.4, 2.1, 3.3]",50.5,2
7896,14995,62.0,"['108', 'L5V', 'L6', 'L2R', '507']","['PE1408', '65', '61', '29', 'PA450']","['PD904', '61', '29', '70', 'PA322']","[23.4, 7.5, 4.0, 1.6, 3.6]",0.5,3.3,3.9,"[2.9, 2.3, 2.5, 3.6, 2.2]",61.2,9
7897,14995,50.0,"['L4R', 'L5V', 'L6', 'L2R', '509']","['55', '98', '61', '29', 'PA450']","['98', '61', '29', '70', 'PA452']","[3.6, 11.9, 4.0, 1.6, 3.0]",8.9,4.6,1.3,"[1.0, 2.4, 3.5, 2.0, 4.0]",51.7,1
7898,14995,45.0,"['209', '506e']","['PE117', 'PA446']","['PA151', 'PA452']","[24.6, 7.1]",1.6,4.6,1.6,"[2.9, 2.9]",45.3,1
7899,14995,33.0,"['H06', 'L6', 'L2R', '507']","['PH376', '103', '29', 'PA450']","['PH381', '29', '70', 'PA322']","[5.2, 2.2, 1.6, 3.6]",9.5,3.3,2.0,"[3.1, 3.5, 1.8, 1.1]",36.8,2
7900,14995,35.0,"['L3', '506e']","['118', 'PA446']","['116', 'PA452']","[7.5, 7.1]",7.8,4.6,2.1,"[3.2, 2.5]",34.9,17
7901,14995,38.0,"['L3', '506v']","['24', 'PA446']","['116', 'PA452']","[11.7, 8.7]",6.7,4.6,2.1,"[3.6, 1.3]",38.8,8
7902,14995,39.0,"['107', 'L2R', '509']","['PB41', '20', 'PA450']","['PB44', '70', 'PA452']","[3.0, 13.3, 3.0]",5.7,4.6,3.0,"[1.8, 3.5, 1.1]",38.9,2
7903,14995,36.0,"['502', 'L2R', '509']","['PC345', '12', 'PA450']","['PA396', '70', 'PA452']","[8.1, 6.8, 3.3]",3.6,4.6,2.3,"[1.2, 3.7, 1.4]",34.8,1
7904,14995,,[],[],[],[],,,,[],,
7905,14995,41.0,"['501', 'L5R', '506']","['PC497', '64', 'PD564']","['PC502', '35', 'PA452']","[5.6, 2.2, 13.4]",6.5,4.6,7.2,"[1.2, 1.4, 1.3]",43.3,1
7906,14995,74.0,"['E11', 'L4R', 'L5V', 'L6', 'L2R', '506']","['PF408', '49', '98', '61', '29', 'PA450']","['PE863', '98', '61', '29', '70', 'PA452']","[18.6, 6.2, 11.9, 4.0, 1.6, 2.8]",5.2,4.6,2.6,"[8.0, 2.5, 1.3, 2.7, 2.2, 1.5]",75.6,1
7907,14995,30.0,"['L1', '507']","['23', 'PA368']","['26', 'PA433']","[3.5, 6.8]",7.6,3.4,3.4,"[2.3, 1.4]",28.4,1
7908,14995,25.0,"['L6', 'L2R', '506v']","['61', '29', 'PA450']","['29', '70', 'PA452']","[4.0, 1.6, 3.3]",2.3,4.6,1.3,"[4.1, 3.1, 1.9]",26.2,7
7909,14995,26.0,"['207', '507']","['PA147', 'PA446']","['PA151', 'PA322']","[6.3, 9.1]",3.2,3.3,1.6,"[1.3, 1.5]",26.4,1
7910,14995,33.0,"['L5R', 'L6', 'L2R', '509']","['1', '61', '29', 'PA450']","['61', '29', '70', 'PA452']","[3.1, 4.0, 1.6, 3.3]",5.8,4.6,1.3,"[3.4, 2.3, 3.0, 1.6]",34.0,3
7911,14995,32.0,"['206', 'L6', 'L2R', '509']","['PH157', '104', '29', 'PA450']","['PH161', '29', '70', 'PA452']","[6.2, 1.1, 1.6, 3.0]",2.2,4.6,4.3,"[1.9, 3.2, 2.1, 2.4]",32.6,1
7912,14995,29.0,"['L5R', 'L3', '507']","['61', '35', 'PA446']","['35', '116', 'PA322']","[1.6, 1.9, 9.1]",8.2,3.3,2.1,"[1.8, 1.6, 2.0]",31.7,4
7913,14995,33.0,"['L2R', '506']","['16', 'PA450']","['70', 'PA452']","[9.3, 3.0]",11.0,4.6,1.3,"[3.4, 1.3]",33.9,13
7914,14995,30.0,"['L5R', 'L2R', '506v']","['76', '4', 'PA450']","['4', '70', 'PA452']","[3.7, 4.4, 3.3]",13.3,4.6,1.3,"[1.9, 2.5, 1.9]",36.9,1
7915,14995,32.0,"['L5R', '506']","['77', 'PD564']","['35', 'PA452']","[3.7, 13.4]",5.5,4.6,3.2,"[1.8, 2.5]",34.6,6
7916,14995,67.0,"['I11', 'L5R', 'L2R', '506v']","['PI198', '68', '4', 'PA450']","['PI1396', '4', '70', 'PA452']","[12.8, 24.4, 4.4, 3.3]",10.8,4.6,2.4,"[1.4, 1.0, 2.4, 1.6]",69.2,1
7917,14995,,[],[],[],[],,,,[],,
7918,14995,,[],[],[],[],,,,[],,
7919,14995,37.0,"['L3', 'L2R', '506e']","['113', '12', 'PA450']","['12', '70', 'PA452']","[2.2, 6.8, 2.6]",13.3,4.6,1.3,"[1.0, 2.8, 2.8]",37.2,4
7920,14995,54.0,"['412', 'D01', 'L3', '506']","['PD1290', 'PD445', '120', 'PA446']","['PD250', 'PD448', '116', 'PA452']","[5.0, 7.7, 12.0, 8.0]",3.1,4.6,5.4,"[2.4, 2.5, 4.3, 4.2]",59.1,1
7921,14995,55.0,"['L4R', 'L5R', 'L3', '507']","['95', '98', '35', 'PA446']","['98', '35', '116', 'PA322']","[3.5, 14.1, 1.9, 9.1]",13.1,3.3,2.1,"[1.3, 2.7, 1.5, 3.4]",56.0,7
7922,14995,23.0,"['L2V', 'L2R', '506v']","['19', '29', 'PA450']","['29', '70', 'PA452']","[4.6, 1.6, 3.3]",0.7,4.6,1.3,"[2.4, 1.1, 2.8]",22.5,8
7923,14995,22.0,['509'],['PA86'],['PA452'],[12.3],6.3,4.6,0.0,[1.2],24.3,1
7924,14995,31.0,"['H13', '506v']","['PA357', 'PA443']","['PA629', 'PA452']","[1.9, 12.5]",4.9,4.6,1.5,"[1.3, 2.1]",28.8,2
