fecha descarga,fecha publicacion,titulo,direccion,descripcion,ambiente,comodidades,otras caracteristicas,orientacion,antiguedad,m2 totales,m2_utiles,habitaciones,banos,estacionamiento,bodega,piso de apartamento,cantidad de pisos edificio,apartamentos por piso,gastos comunes,precio,url
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1372875297-santo-domingo-3251-departamento-1d1b-santiago-_JM#position=1&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1594148644-maule-150-departamento-2d1b-santiago-_JM#position=2&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1619702950-sara-del-campo-535-departamento-1d1b-santiago-_JM#position=3&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1626809606-edificio-san-diego-vista-poniente-piso-2-_JM#position=4&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1619507490-edificio-av-portugal-vista-sur-piso-14-_JM#position=5&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1379982981-edificio-carmen-vista-sur-piso-16-_JM#position=6&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1619723324-edificio-santa-elena-vista-poniente-piso-8-_JM#position=7&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1379943185-edificio-san-diego-vista-norte-piso-17-_JM#position=8&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1380078627-edificio-tarapaca-vista-norte-piso-23-_JM#position=9&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
2023-05-11,,,,,,,,,,,,,,,,,,,,,https://www.portalinmobiliario.com/MLC-1370673769-depto-2-hab-2-banos-pto-lav-santiago-centro-_JM#position=10&search_layout=stack&type=item&tracking_id=15592e7f-0604-4631-801c-34e14ec201ca
