direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url
"Avenida Brasil 600 - 900, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 60.000,38 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 31 días,Departamento 1d Y 1b En Av. Brasil. Metro Santa Ana.,https://www.portalinmobiliario.com/MLC-1383628815-departamento-1d-y-1b-en-av-brasil-metro-santa-ana-_JM#position=1&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida El Parrón 1 - 300, La Cisterna, Chile, El Parrón, La Cisterna, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 40.000,28 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 6 días,Home Studio En El Parron. Metro El Parron,https://www.portalinmobiliario.com/MLC-1391212037-home-studio-en-el-parron-metro-el-parron-_JM#position=2&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida María Rozas Velásquez 1 - 300, Santiago, Estación Central, Chile, Metro Las Rejas, Estación Central, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 60.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 2 meses,Departamento 1d Y 1b En María Rozas Velasquéz,https://www.portalinmobiliario.com/MLC-1451857956-departamento-1d-y-1b-en-maria-rozas-velasquez-_JM#position=3&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida Carlos Valdovinos 900 - 1200, San Miguel, Chile, El Llano, San Miguel, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 40.000,28 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 27 días,Home Studio En Carlos Valdovinos. Metro El Llano,https://www.portalinmobiliario.com/MLC-1670489746-home-studio-en-carlos-valdovinos-metro-el-llano-_JM#position=4&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Porto Seguro 4200 - 4500, Quinta Normal, Estación Central, Chile, Gruta de Lourdes, Quinta Normal, RM (Metropolitana)",250.000,Gastos comunes aproximados $ 50.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 31 días,Home Studio Con Terraza En Porto Seguro.,https://www.portalinmobiliario.com/MLC-1383674257-home-studio-con-terraza-en-porto-seguro-_JM#position=5&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Chiloe 1800 - 2100, Santiago, Chile, Franklin - Biobío, Santiago, RM (Metropolitana)",265.000,Gastos comunes aproximados $ 60.000,32 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 31 días,Departamento 1d Y 1b En Chiloé.,https://www.portalinmobiliario.com/MLC-1659607182-departamento-1d-y-1b-en-chiloe-_JM#position=6&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida Ecuador 4800 - 5100, Santiago, Estación Central, Chile, Metro Las Rejas, Estación Central, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 60.000,36 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 meses,¡¡ Sin Comisión !! Departamento 1d Y 1b En Ecuador,https://www.portalinmobiliario.com/MLC-1390474257--sin-comision-departamento-1d-y-1b-en-ecuador-_JM#position=7&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"General Mackenna 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 65.000,29 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 4 días,"Mq, Arrienda Depto Tipo Studio, General Mackenna.",https://www.portalinmobiliario.com/MLC-1391631963-mq-arrienda-depto-tipo-studio-general-mackenna-_JM#position=8&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida María Rozas Velásquez 1 - 300, Santiago, Estación Central, Chile, Metro Las Rejas, Estación Central, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 60.000,36.98 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 4 días,Montalva Quindos Arrienda Depto 1d+1b En Estación Central,https://www.portalinmobiliario.com/MLC-1391707309-montalva-quindos-arrienda-depto-1d1b-en-estacion-central-_JM#position=9&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"General Mackenna 1500 - 1800, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",260.000,Gastos comunes aproximados $ 50.000,28 m² totales / 1 baño,2,2023-06-12,Publicado hace 36 días,Tipo Estudio Premium. Santiago Metro Santa Ana. ,https://www.portalinmobiliario.com/MLC-1630976244-tipo-estudio-premium-santiago-metro-santa-ana-_JM#position=10&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"José Ureta 180, La Cisterna, Chile, Lo Ovalle, La Cisterna, RM (Metropolitana)",267.000,Gastos comunes aproximados $ 56.000,24 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 21 días por Blue Home,"Jose Ureta 180 - Departamento Studio, La Cisterna",https://www.portalinmobiliario.com/MLC-1691433032-jose-ureta-180-departamento-studio-la-cisterna-_JM#position=11&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Radal 0102, Metro Ecuador, Estación Central, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 45.000,35.53 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 6 días por Assetplan Chile,Edificio Radal Vista Oriente Piso 8,https://www.portalinmobiliario.com/MLC-1391215781-edificio-radal-vista-oriente-piso-8-_JM#position=12&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Santo Domingo 1391, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",268.000,Gastos comunes aproximados $ 45.000,26 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Santo Domingo Vista Poniente Piso 14,https://www.portalinmobiliario.com/MLC-1719193648-edificio-santo-domingo-vista-poniente-piso-14-_JM#position=13&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Sta. Petronila 32, Metro Las Rejas, Estación Central, RM (Metropolitana)",230.000,Gastos comunes aproximados $ 60.000,20.8 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 8 días por Assetplan Chile,Edificio Sta. Petronila Piso 8,https://www.portalinmobiliario.com/MLC-1720211372-edificio-sta-petronila-piso-8-_JM#position=14&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Gral Amengual 102, San Alberto Hurtado, Estación Central, RM (Metropolitana)",271.000,Gastos comunes aproximados $ 48.000,27.49 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Amengual Vista Norte Piso 20,https://www.portalinmobiliario.com/MLC-1719193524-edificio-amengual-vista-norte-piso-20-_JM#position=15&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Hipódromo Chile 1673, Plaza Chacabuco, Independencia, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 70.000,26.94 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 7 días por Assetplan Chile,Edificio Hipódromo Chile Vista Poniente Piso 11,https://www.portalinmobiliario.com/MLC-1391234213-edificio-hipodromo-chile-vista-poniente-piso-11-_JM#position=16&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Coronel Souper 4222, San Alberto Hurtado, Estación Central, RM (Metropolitana)",280.000,Gastos comunes aproximados $ 55.000,37.24 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Vida Central Vista Sur Piso 12,https://www.portalinmobiliario.com/MLC-1719155838-edificio-vida-central-vista-sur-piso-12-_JM#position=17&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Av. Portugal 981, Barrio Diez de Julio, Santiago, RM (Metropolitana)",279.000,Gastos comunes aproximados $ 35.000,23 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 32 días por Assetplan Chile,Edificio Av. Portugal Vista Sur Piso 17,https://www.portalinmobiliario.com/MLC-1654503926-edificio-av-portugal-vista-sur-piso-17-_JM#position=18&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Coronel Godoy 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",275.000,Gastos comunes aproximados $ 30.000,35.59 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 10 días por Assetplan Chile,Edificio Coronel Godoy Vista Sur Piso 13,https://www.portalinmobiliario.com/MLC-1717965762-edificio-coronel-godoy-vista-sur-piso-13-_JM#position=19&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Coronel Godoy 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",275.000,Gastos comunes aproximados $ 30.000,35.83 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Coronel Godoy Vista Norte Piso 26,https://www.portalinmobiliario.com/MLC-1390721949-edificio-coronel-godoy-vista-norte-piso-26-_JM#position=20&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Avenida María Rozas Velásquez, Metro Las Rejas, Estación Central, RM (Metropolitana)",230.000,Gastos comunes aproximados $ 45.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 56 días por Houm,Departamento Avenida María Rozas Velásquez Id: 106542,https://www.portalinmobiliario.com/MLC-1373752109-departamento-avenida-maria-rozas-velasquez-id-106542-_JM#position=21&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Sta. Petronila 32, Metro Las Rejas, Estación Central, RM (Metropolitana)",250.000,Gastos comunes aproximados $ 40.000,26.6 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 23 días por Assetplan Chile,Edificio Sta. Petronila Vista Sur Piso 22,https://www.portalinmobiliario.com/MLC-1687184570-edificio-sta-petronila-vista-sur-piso-22-_JM#position=22&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
"Av. María Rozas Velásquez 45, Metro Las Rejas, Estación Central, RM (Metropolitana)",270.000,Gastos comunes aproximados $ 50.000,36.83 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Av. María Rozas Velásquez Vista Oriente Piso 19,https://www.portalinmobiliario.com/MLC-1719279802-edificio-av-maria-rozas-velasquez-vista-oriente-piso-19-_JM#position=23&search_layout=stack&type=item&tracking_id=640e3341-1d20-4350-bb1e-d12af43cda37
