direccion,precio,gastos_comunes,caracteristicas,num_caracteristicas,fecha_descarga,fecha_publicacion,titulo,url
"Matucana 31, Barrio Yungay, Santiago, RM (Metropolitana)",406.000,Gastos comunes aproximados $ 81.000,50.47 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Matucana Vista Sur Piso 7,https://www.portalinmobiliario.com/MLC-1390696929-edificio-matucana-vista-sur-piso-7-_JM#position=31&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Juan Mitjans 135, Metro Rodrigo de Araya, Macul, RM (Metropolitana)",398.000,Gastos comunes aproximados $ 62.000,38.3 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Activa Juan Mitjans Vista Oriente Piso 16,https://www.portalinmobiliario.com/MLC-1719169310-edificio-activa-juan-mitjans-vista-oriente-piso-16-_JM#position=32&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Nicasio Retamales 115, Universidad de Santiago, Estación Central, RM (Metropolitana)",400.000,Gastos comunes aproximados $ 90.000,50.92 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 7 días por Assetplan Chile,Edificio Nicasio Retamales (1 Est. 1 Bod.) Vista Oriente Pi,https://www.portalinmobiliario.com/MLC-1721237656-edificio-nicasio-retamales-1-est-1-bod-vista-oriente-pi-_JM#position=33&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Carvajal 0358, Lo Ovalle, La Cisterna, RM (Metropolitana)",395.000,Gastos comunes aproximados $ 50.000,47 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 7 días por Assetplan Chile,Edificio Carvajal Vista Oriente Piso 14,https://www.portalinmobiliario.com/MLC-1391234161-edificio-carvajal-vista-oriente-piso-14-_JM#position=34&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Av. Padre Alberto Hurtado 59, San Alberto Hurtado, Estación Central, RM (Metropolitana)",410.000,Gastos comunes aproximados $ 65.000,47 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Av. Padre Alberto Hurtado (1 Bod.) Vista Poniente ,https://www.portalinmobiliario.com/MLC-1719143808-edificio-av-padre-alberto-hurtado-1-bod-vista-poniente-_JM#position=35&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"San Carlos De Ancud 74, Plaza Vespucio, La Florida, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 88.000,37.99 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio San Carlos Vista Sur Piso 2,https://www.portalinmobiliario.com/MLC-1390696657-edificio-san-carlos-vista-sur-piso-2-_JM#position=36&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Sta. Isabel 361, Santa Isabel, Santiago, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 55.000,46 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 7 días por Assetplan Chile,Edificio Sta. Isabel Vista Poniente Piso 9,https://www.portalinmobiliario.com/MLC-1721274258-edificio-sta-isabel-vista-poniente-piso-9-_JM#position=37&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Av. Manuel Rodriguez Nte. 39, Centro Histórico de Santiago, Santiago, RM (Metropolitana)",395.000,Gastos comunes aproximados $ 80.000,55 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 9 días por Assetplan Chile,Edificio Av. Manuel Rodriguez Nte. Vista Poniente Piso 4,https://www.portalinmobiliario.com/MLC-1719155764-edificio-av-manuel-rodriguez-nte-vista-poniente-piso-4-_JM#position=38&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Santa Elena 998, Barrio Diez de Julio, Santiago, RM (Metropolitana)",390.000,Gastos comunes aproximados $ 80.000,49 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 10 días por Assetplan Chile,Edificio Santa Elena Vista Poniente Piso 9,https://www.portalinmobiliario.com/MLC-1390621513-edificio-santa-elena-vista-poniente-piso-9-_JM#position=39&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"San Nicolás 1171, Lo Vial, San Miguel, RM (Metropolitana)",395.000,Gastos comunes aproximados $ 80.000,33 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 35 días por Assetplan Chile,Edificio San Nicolás (1 Est. 1 Bod.) Vista Oriente Piso 8,https://www.portalinmobiliario.com/MLC-1639991318-edificio-san-nicolas-1-est-1-bod-vista-oriente-piso-8-_JM#position=40&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Conde Del Maule 4630, Metro Ecuador, Estación Central, RM (Metropolitana)",390.000,Gastos comunes aproximados $ 75.000,55.23 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 33 días por Assetplan Chile,Edificio Conde Del Maule (1 Est.) Vista Oriente Piso 8,https://www.portalinmobiliario.com/MLC-1382984797-edificio-conde-del-maule-1-est-vista-oriente-piso-8-_JM#position=41&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Lago Pirihueico 6300 - 6600, La Florida, Chile, Plaza Vespucio, La Florida, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 70.000,48 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 2 meses,Arriendo Depto. 2 Hab 1 Baño. Macul ,https://www.portalinmobiliario.com/MLC-1367306785-arriendo-depto-2-hab-1-bano-macul-_JM#position=42&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Lago Pirihueico 6300 - 6600, La Florida, Chile, Plaza Vespucio, La Florida, RM (Metropolitana)",400.000,Gastos comunes aproximados $ 80.000,55 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 2 meses,Depto. 2 Dorm. 2 Baños. Metro Macul ,https://www.portalinmobiliario.com/MLC-1370684227-depto-2-dorm-2-banos-metro-macul-_JM#position=43&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Carmen Mena 1050, Ciudad del Niño, San Miguel, RM (Metropolitana)",390.000,Gastos comunes aproximados $ 100.000,38.52 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 32 días por Assetplan Chile,Edificio Carmen Mena (1 Est. 1 Bod.) Vista Suroriente Piso ,https://www.portalinmobiliario.com/MLC-1383454875-edificio-carmen-mena-1-est-1-bod-vista-suroriente-piso-_JM#position=44&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Placer 1156, Franklin - Biobío, Santiago, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 90.000,48 m² totales / 3 dormitorios / 1 baño,3,2023-06-12,Publicado hace 32 días por Assetplan Chile,Edificio Placer Vista Sur Piso 8,https://www.portalinmobiliario.com/MLC-1655043264-edificio-placer-vista-sur-piso-8-_JM#position=45&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Hipódromo Chile 1876, Plaza Chacabuco, Independencia, RM (Metropolitana)",395.000,Gastos comunes aproximados $ 70.000,56.93 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 33 días por Assetplan Chile,Edificio Hipódromo Chile Vista Suroriente Piso 8,https://www.portalinmobiliario.com/MLC-1382994263-edificio-hipodromo-chile-vista-suroriente-piso-8-_JM#position=46&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Apóstol Santiago 32, San Alberto Hurtado, Estación Central, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 80.000,45.08 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 32 días por Assetplan Chile,Edificio Apóstol Santiago (1 Est. 1 Bod.) Vista Poniente P,https://www.portalinmobiliario.com/MLC-1383404599-edificio-apostol-santiago-1-est-1-bod-vista-poniente-p-_JM#position=47&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Radal 0102, Metro Ecuador, Estación Central, RM (Metropolitana)",400.000,Gastos comunes aproximados $ 75.000,42 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 16 días por Assetplan Chile,Edificio Radal (1 Est. 1 Bod.) Vista Poniente Piso 11,https://www.portalinmobiliario.com/MLC-1388870697-edificio-radal-1-est-1-bod-vista-poniente-piso-11-_JM#position=48&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Coronel Godoy 149, San Alberto Hurtado, Estación Central, RM (Metropolitana)",400.000,Gastos comunes aproximados $ 35.000,43.4 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 42 días por Assetplan Chile,Edificio Coronel Godoy (1 Est. 1 Bod.) Vista Oriente Piso 7,https://www.portalinmobiliario.com/MLC-1606273904-edificio-coronel-godoy-1-est-1-bod-vista-oriente-piso-7-_JM#position=49&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Chiloé 1951, Franklin - Biobío, Santiago, RM (Metropolitana)",410.000,Gastos comunes aproximados $ 90.000,48.98 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 19 días por Assetplan Chile,Edificio Chiloé (1 Est.) Vista Sur Piso 5,https://www.portalinmobiliario.com/MLC-1693676664-edificio-chiloe-1-est-vista-sur-piso-5-_JM#position=50&search_layout=stack&type=item&tracking_id=0292a1fb-74b8-4ba5-81a2-a5bd9e231005
"Zañartu 2560, Estadio Nacional, Ñuñoa, RM (Metropolitana)",390.000,Gastos comunes aproximados $ 60.000,33.76 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 18 días por Assetplan Chile,Edificio Zañartu Vista Nororiente Piso 10,https://www.portalinmobiliario.com/MLC-1387551355-edificio-zanartu-vista-nororiente-piso-10-_JM#position=1&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Carvajal 0358, Lo Ovalle, La Cisterna, RM (Metropolitana)",385.000,Gastos comunes aproximados $ 70.000,57.36 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 23 días por Assetplan Chile,Edificio Carvajal Vista Surponiente Piso 3,https://www.portalinmobiliario.com/MLC-1386090525-edificio-carvajal-vista-surponiente-piso-3-_JM#position=2&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Av. Lo Espejo 1173, Metro La Cisterna, La Cisterna, RM (Metropolitana)",385.000,Gastos comunes aproximados $ 65.000,42 m² totales / 2 dormitorios / 2 baños,3,2023-06-12,Publicado hace 24 días por Assetplan Chile,Edificio Av. Lo Espejo (1 Est. 1 Bod.) Vista Sur Piso 6,https://www.portalinmobiliario.com/MLC-1683729044-edificio-av-lo-espejo-1-est-1-bod-vista-sur-piso-6-_JM#position=3&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Av. Francisco Bilbao 489, Barrio Italia, Providencia, RM (Metropolitana)",410.000,Gastos comunes aproximados $ 85.000,30 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 24 días por Assetplan Chile,Edificio Factoria Italia Vista Oriente Piso 3,https://www.portalinmobiliario.com/MLC-1682991328-edificio-factoria-italia-vista-oriente-piso-3-_JM#position=4&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Fresia 6955, Plaza Vespucio, La Florida, RM (Metropolitana)",380.000,Gastos comunes aproximados $ 101.000,49.95 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 21 días por Assetplan Chile,Edificio Antonia (1 Est. 1 Bod.) Vista Sur Piso 3,https://www.portalinmobiliario.com/MLC-1691344934-edificio-antonia-1-est-1-bod-vista-sur-piso-3-_JM#position=5&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Alvarez De Toledo 830, El Llano, San Miguel, RM (Metropolitana)",410.000,Gastos comunes aproximados $ 95.000,49.7 m² totales / 2 dormitorios / 1 baño,3,2023-06-12,Publicado hace 24 días por Assetplan Chile,Edificio Alvarez De Toledo (1 Est. 1 Bod.) Vista Poniente P,https://www.portalinmobiliario.com/MLC-1683641264-edificio-alvarez-de-toledo-1-est-1-bod-vista-poniente-p-_JM#position=6&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
"Av. Almte. Blanco Encalada 2527, Barrio República, Santiago, RM (Metropolitana)",400.000,Gastos comunes aproximados $ 60.000,40.22 m² totales / 1 dormitorio / 1 baño,3,2023-06-12,Publicado hace 24 días por Assetplan Chile,Edificio Av. Almte. Blanco Encalada (1 Est. 1 Bod.) Vista O,https://www.portalinmobiliario.com/MLC-1683577316-edificio-av-almte-blanco-encalada-1-est-1-bod-vista-o-_JM#position=7&search_layout=stack&type=item&tracking_id=7ed970e0-3ff9-4287-823c-fe1b9e586212
